6.095799396785025470e-01	-2.241730068996931891e-01	-6.386154668721200078e-01	4.103446627172175898e-01	4.443413042003370172e-01	-7.501393127863739130e-01	-2.247970146059123098e-01	-3.708129560881698317e-01	5.096681101476017162e-01	-3.662949878072184196e-01
3.534901672870327527e-01	1.087533499610506965e-01	-7.242900153656531836e-01	-3.716867353922835571e-02	-7.518069243668233648e-02	-3.812451072143796527e-02	-1.091685943524375535e+00	1.081940113039854712e+00	1.064228480556369094e+00	-6.171644930462892864e-01
1.651655394325642345e-01	-9.773689157986029663e-01	1.109658321628223948e-01	3.556670515144230715e-01	1.360862069942706531e-01	1.064850607505501978e+00	8.878207221391368753e-01	-5.392389002282750310e-01	8.973639790490423387e-03	-8.759354772587656379e-01
-1.631784426495312301e+00	-3.390462299814746561e-01	4.403748104088259785e-01	-5.690155175016610167e-01	1.474792770599551606e+00	-3.366256972872277431e-01	-2.326354171961647899e-01	1.978526606015349187e-01	-2.038696855511349160e+00	-2.145081549399529219e+00
3.038710010498381006e-02	1.170966765339978455e+00	-2.980996944518021219e-01	-1.161080028996992614e-01	-1.675683823920849982e-02	-1.688071628328290164e+00	-4.669553969833761253e-01	6.086540958430376458e-01	6.275328872668529678e-01	-2.434630569459362570e-01
1.809350547218879557e+00	1.593240761745934542e+00	-1.351804704167981708e+00	-7.155177880238668964e-01	-2.539493877216492113e-01	1.313681098952887982e-01	-1.843435428049318703e-01	-1.203990396667766527e+00	1.806708103951703837e-01	-1.866004728303189086e+00
1.361461594714359791e+00	2.477176271734690960e-01	6.022279867457176750e-02	-4.103570843219360720e-01	-7.916694727823245237e-02	-1.748789986423865850e+00	-6.054246429577968547e-01	-2.408774432271668375e-01	-8.144030200154955823e-01	4.086782474248661368e-01
8.515183834947520625e-01	1.778751360907291912e-01	9.695874378672658667e-01	-1.020703268055437041e-01	-8.653576465500186776e-01	6.602199883336599961e-02	1.188384792382827099e-01	-6.249123758457273206e-03	1.317161180700151757e+00	1.170223570001933000e+00
9.770183430338438280e-01	4.121565140522206461e-01	1.493538932224947935e+00	2.617483233627710543e-02	-7.605079876638564107e-01	-9.554548136584007922e-01	-2.184924865717633446e-01	2.579292976528054115e+00	1.249482891805430596e+00	3.846810246163624436e-01
1.833070685645772913e-01	-7.599537867463882490e-01	1.569480474895333932e+00	-1.733094574504943974e+00	-1.074478628666865276e+00	9.535842861444489005e-01	-6.824495427701809946e-01	2.683122490647194547e-01	-2.915070323382490391e-01	1.591771523921295506e+00
1.081473072176402983e+00	-8.380694241897663765e-01	-1.619195850076578791e-01	-6.164494911811384537e-01	-1.654803573376064374e-01	2.773383635937203717e+00	3.225749713669139318e+00	4.902664048241463512e-01	1.759899252249312429e+00	-2.668397929661001200e+00
1.093421638746765012e+00	-7.485352717943611900e-01	5.343650105938787531e-01	1.299752475908818816e+00	-2.938377825591746983e-01	-2.390203694720753447e+00	1.384906566966167762e+00	-1.914959094103380333e-01	9.866556894373091913e-01	1.951138106080291701e+00
2.300261929886159296e-01	7.062503021119508340e-01	5.584104052419349706e-01	-1.110068515427416580e+00	-1.217519210017306674e+00	1.077991367751021806e-01	-8.020703021878844430e-01	1.132572643166712689e+00	-4.045516699727562111e-04	-7.074725814288563841e-01
5.969650123264625963e-01	3.626085138778951666e-01	-6.723893265216901276e-03	-1.111236144966051831e-01	-3.658469026183171491e-01	-1.050749066467084658e+00	-2.447271982268965029e+00	-2.141258914698401128e+00	-1.860183776948418410e+00	4.110490726329945055e-01
-1.912793435124495733e+00	9.117616332172011617e-01	8.666788763514442495e-01	-9.768549408470485196e-02	7.513966499808531763e-02	7.493045442596601990e-01	7.694258446786389483e-01	1.303018679168495009e+00	-1.828206303995700832e+00	-1.420163986800410560e+00
2.714759526643270027e-01	4.901705218043104773e-01	-3.454980228924668384e-01	4.148610490908420934e-01	4.477717359357204496e-01	-3.002176850099693151e-01	2.329117786823890757e-01	1.489243215202337378e+00	-1.774258051002956194e+00	-8.932897229879555034e-02
6.557140214183977411e-01	-1.363784824421388819e+00	-3.525960353954282200e-01	1.212047229773116630e+00	7.283881093519152250e-01	-7.479106829370263387e-01	1.447092744649219609e-01	-3.034867750041158607e-01	1.154274667062387127e+00	7.782521569537992345e-02
-2.041551401139378719e+00	3.133112738806838604e-01	2.047882539035718874e-01	-1.079451425898525940e+00	1.348822739131166681e+00	6.702740142462307871e-01	-4.174392226715558096e-01	4.100875295430472800e-01	6.348131549079103486e-01	-6.584334331627835768e-01
-2.127851041739740268e+00	-6.269500377876980890e-01	-1.052788995248532977e+00	1.025155900243023277e-01	1.681800154223125343e-01	2.164817074561290744e-01	9.722355559881673548e-02	-2.151023839976936858e-01	-4.374326980994768244e-01	8.231422392474297967e-01
4.645324003881973196e-01	4.872785262505984760e-01	1.938556325065824704e-01	4.058352229285356882e-01	1.556934684285608439e+00	-1.007895041555286975e+00	-7.364140022961395138e-01	-2.914914978810352331e-01	1.675121115891770707e+00	-5.876161077044921299e-01
8.781303262600695936e-01	-4.965955203715665123e-01	-1.459917136508344315e+00	-7.688608128692822619e-02	-4.866706401499995560e-01	-1.071533359542112374e+00	1.445305561469644395e+00	1.244509034694924798e+00	-1.676073610371441314e-01	-5.908546826758158677e-01
1.446315741784009734e-01	6.739564982358985379e-01	-5.506413056815576690e-01	3.977628358046083612e-01	-7.857185621211321136e-01	5.126616834838252368e-01	8.822326850448145574e-01	-1.777489896606176678e-01	-6.087708113976211255e-01	-7.187563683469395670e-01
-1.901848703937232821e-01	-8.864024215569960008e-01	3.780027995628338494e-02	9.283061616877351652e-01	-2.104695065841571400e-01	-9.054025953866623455e-02	8.091215916509799655e-01	1.211497502839712137e+00	-9.574033975343081426e-01	7.758454647040884389e-01
1.189796954305812227e+00	5.788215030702021924e-01	5.575316843818129975e-01	4.833373747124506403e-01	4.906642661697067642e-01	2.070098413064931087e-01	1.387239005193790176e+00	-6.481523577795987867e-01	9.718616043645137426e-01	1.096197639360249498e+00
-9.984028553182067167e-01	6.475640629477869004e-01	1.618282507199937159e+00	-4.424709151745305769e-01	-1.338414943610302110e+00	3.200573772894883540e-01	2.129281971958621344e+00	-1.068291685664946034e+00	-1.015858207371368671e+00	-2.394053038590746585e-01
2.960984262574416562e-02	-1.201405612951189222e-01	-2.654946177023384535e-01	-7.065998017425129119e-01	5.837156742877831483e-01	-9.968147777713131097e-01	6.619138382903803075e-01	5.204016448103766512e-01	1.001314181749606957e+00	-6.178388908820180436e-01
1.004692009573536354e-01	-1.388953830902550472e-02	7.556970386527860073e-02	-8.049995345598841556e-01	-2.076209816938441310e+00	7.995594408814107323e-01	-1.160032052905715982e+00	2.667373127066517257e-03	-5.164803564057030005e-01	1.516988276531221480e+00
1.842562421087998725e+00	5.822219174066464720e-02	-6.900445180755568897e-01	1.068809287714652223e+00	-4.249914265601543728e-01	1.960146249776216987e+00	-3.058600124612537163e-01	-4.086870702581293924e-01	-7.403797934205262887e-01	1.551553820700899644e+00
-7.531276451256583293e-01	1.156876234550697102e+00	4.866224822488701696e-01	-1.184038010741166991e+00	8.442836030833585914e-01	5.425294008616684538e-01	1.564956933054340027e+00	6.295526278964404254e-02	8.033907633258854375e-01	1.823234690723684270e+00
-5.801898908644727015e-01	-9.458632181951577289e-01	2.250307366120899655e+00	-5.657606963903943909e-01	6.471637624815737011e-01	9.561153597249716363e-01	1.278350097438720301e+00	2.915747549946096639e-01	-1.690537705830078563e+00	1.681419207404230454e+00
6.941281497253868338e-01	7.456169656979423355e-01	1.441930978516080264e-01	-1.124212284102183296e-01	-5.274034782468770555e-01	-3.615086822103561470e-01	-3.454938910042114619e-01	-1.874330212116405381e+00	2.324007075437283243e-01	8.572933553103934123e-02
9.988826145490125041e-01	4.577861478107453919e-01	-8.501717091309818342e-01	6.069593360932989956e-01	1.095994833887000031e+00	-4.154195547077995654e-01	2.244922185211625509e-01	1.467907357890156250e+00	-3.868455252230748043e-01	-8.392457352422760808e-01
-3.309260622202839786e-01	-7.908731445469823207e-01	1.713033313715534856e-01	4.278080204492340499e-01	-1.393180433917345917e+00	-1.588881277371275713e+00	-1.409788572397483675e+00	1.018828377950661501e+00	5.765527040194046160e-01	-6.375419293506189300e-01
-9.428416834719358652e-01	-2.510318581063437082e-01	-5.048925885175846728e-01	3.069910513651613604e-01	-7.509181327104570702e-02	3.191373401984876623e-01	-8.251877169283534652e-01	1.467267848195938251e+00	-1.726125356216003937e+00	2.968553737764344225e-02
6.371967921809235103e-01	1.364240643464045721e+00	2.128055621323784230e+00	9.421958202571113494e-01	3.200806627515302427e-01	2.373191418098432148e+00	-2.214649828405532261e+00	6.114235597463842931e-01	9.242601554524726426e-02	-1.452600498136918494e+00
1.205537489674834761e+00	6.225368610274880643e-01	-1.290126264268034895e+00	1.243078103548519664e+00	-4.779248470657120884e-01	7.285813092132146229e-01	-1.031525865094120364e+00	1.378735022881987682e+00	-1.747864577661376873e-01	-5.578683485798432429e-01
1.390181820653361822e+00	4.177823427435679582e-01	5.962070585931571361e-03	-8.473170140424827190e-01	-5.830177277511062739e-01	-7.840150857963552600e-01	-1.987631194743049445e-01	1.526898778182827821e+00	2.198159425887476814e+00	6.474859435503139971e-02
2.541389614952641374e+00	-1.307856288349968921e+00	4.738697393297351332e-03	4.740817289711823923e-02	-5.048691639078816129e-01	8.547556534982099219e-01	1.770031382600953496e+00	6.365052175826305288e-03	9.238818228464900084e-01	-1.414630115126472576e-01
5.460846019925880146e-01	1.136721218720947002e+00	1.007585714118917952e+00	6.500803135930659504e-01	-9.722159793036196929e-01	2.627045552312725629e-01	-5.114090127070280295e-02	-1.427337096468910049e+00	-1.304025748699283449e+00	8.776375381651955188e-01
3.181766919221563628e-01	-2.862909348577595270e-01	7.001939630235032297e-01	1.400017397379746953e+00	8.357523206354813272e-01	-1.822447520437277202e+00	-2.002097143192318907e+00	5.510175852614023623e-02	-3.267863922295131257e-02	4.216404243077969544e-02
-2.230584282612318336e+00	-1.508883658280405937e+00	1.837989923142001047e-01	-4.824701543129400472e-01	1.188584553904429297e+00	1.301532128250475928e+00	1.672025268370505025e+00	-1.333567368659209773e-01	-4.734833122540697131e-02	-1.871404301996894004e-01
-6.292861567208191120e-01	-8.764274555963775803e-01	1.163085785357447360e-01	6.875797162875738611e-01	1.109751247005221542e+00	-2.705152523890787530e-01	-3.307709799337028578e-01	1.810101107778826490e-01	5.393724863507440848e-01	-1.190337974864787290e-01
-1.680392858551998714e+00	-3.605590028277729786e-01	9.076857018684728051e-02	6.328830800213321173e-02	1.758492488652224628e-01	3.207378854824422532e-01	4.250173131167758744e-02	7.057251418092639339e-01	1.948750477552249338e-01	-1.066030719729178511e+00
1.759247012578351033e+00	-2.614375565754235575e-01	9.773488020315754254e-02	2.130968449294922684e-01	-1.503039841029408352e+00	1.003667432540507609e-01	-1.345371589972560233e+00	4.201497165072082263e-02	7.064280035403217584e-01	-5.705305733468951646e-01
1.706258044973030241e+00	-2.992398949935196617e-01	5.486500934778958394e-01	-2.463310973455994091e-02	-7.045122973009646516e-01	-4.637564678553282582e-01	-4.498277470547834556e-01	1.357569223653310342e+00	-9.847019158991905385e-01	1.267926548738230963e+00
-8.133425596484110676e-01	2.470518321742133094e-01	-5.447340242097137297e-01	-8.007291455233517263e-01	4.316136163072062937e-01	1.259549014065805661e+00	-4.665282469861211090e-01	1.262048577070290944e+00	-1.045860058884611421e+00	-5.161853357620314053e-01
1.663373085278852637e+00	9.792105002543515235e-01	7.101316113307761801e-01	4.399481444060393542e-01	1.686645405081591331e+00	-1.252945111056976701e+00	8.241945221971213043e-01	2.285241648788072233e+00	3.313213488033707188e-01	-2.345492215568328209e+00
2.453808586501358135e-01	-9.745207801100452816e-02	-1.192121588349254413e+00	4.713702634344377890e-02	-7.746190893982923820e-01	1.936097799404772404e-02	-8.820910690984481439e-01	-5.498791865923873257e-01	-3.434712483138841477e-01	-1.530783971014196609e+00
1.121026772424138507e+00	-2.218208151260445682e+00	8.026217143998054526e-01	2.241252391763390861e+00	-9.479192030072572384e-02	6.340073733915739529e-02	1.443743275891269107e-01	-1.196836126034725778e+00	4.908774266233688621e-01	4.175192530735011842e-01
4.509579300052565798e-01	1.501298635912384549e+00	-2.025709172624062138e+00	-1.012307384260469068e+00	1.085542163093765472e-01	1.024927391874188354e+00	3.203496407044856276e-02	-1.559188012395881895e+00	3.035984806712384576e-01	1.007049771364121549e+00
-8.810767222142716903e-01	4.004370545932651182e-01	1.091050355646759007e+00	-1.340770150930403970e+00	-8.738762248998512838e-01	-8.936225440239325968e-01	-9.326784305989953283e-02	8.193615871745654200e-01	-1.483566324201045228e-01	-1.283373812929460567e-01
-6.979371864818237903e-01	-9.006391558797165464e-01	-1.051665443384386389e+00	1.169441999236945140e+00	9.196718192037038886e-01	-1.303065862775040218e-01	-1.289534184952031426e+00	-1.105330946429498029e+00	-1.382762061318586921e+00	-6.349628512209646303e-01
4.881458309983663924e-01	-1.941027659124777482e+00	-1.480621513178509874e+00	1.485773367385745169e+00	9.550903088285997988e-01	-9.150602632624085797e-02	2.081889714769731003e-01	5.236826604387236905e-01	-1.949230216056101694e+00	-1.747136985019117850e+00
-1.741480980395195388e+00	5.133117361261751999e-02	1.365468063535123955e+00	2.893609655965587169e-01	9.495378858198401106e-01	-3.362523680262501369e-01	-2.547271628054362247e-01	7.372989763559298915e-01	-1.815039311374625486e-01	9.057222114932065304e-01
-6.523495541967607725e-01	-2.838899518718623671e+00	4.289214417618902875e-01	3.407757568717119101e-01	2.935434282160101493e-01	-7.639971139028128855e-01	9.322954300216120815e-01	-5.033078123320032793e-01	-3.231223896086944603e+00	-6.696582323381070623e-01
