3.625000000000000000e+00	2.700000000000000178e+00
1.775000000000000355e+00	3.050000000000000711e+00
3.025000000000000355e+00	-2.249999999999996447e-01
4.125000000000000000e+00	1.950000000000000178e+00
4.900000000000000355e+00	3.224999999999999645e+00
2.975000000000000533e+00	1.100000000000000533e+00
-2.500000000000000000e+00	3.875000000000000000e+00
5.000000000000000000e+00	9.000000000000003553e-01
4.275000000000000355e+00	4.775000000000000355e+00
-4.700000000000000178e+00	-4.849999999999999645e+00
2.500000000000000000e+00	4.500000000000000000e+00
3.775000000000000355e+00	4.800000000000000711e+00
-2.125000000000000000e+00	-1.149999999999999911e+00
4.250000000000007105e-01	2.925000000000000711e+00
4.875000000000000000e+00	2.050000000000000711e+00
4.625000000000000000e+00	2.250000000000000000e+00
3.575000000000001066e+00	-1.424999999999999822e+00
3.875000000000000000e+00	3.250000000000000000e+00
4.500000000000000000e+00	3.275000000000000355e+00
1.375000000000000000e+00	-7.499999999999928946e-02
-4.424999999999999822e+00	-1.500000000000000000e+00
4.625000000000000000e+00	-3.424999999999999822e+00
-1.000000000000000000e+00	-4.999999999999982236e-02
4.400000000000000355e+00	3.050000000000000711e+00
4.250000000000000000e+00	3.500000000000000000e+00
1.650000000000000355e+00	3.000000000000000000e+00
-1.524999999999999911e+00	1.000000000000005329e-01
-1.224999999999999645e+00	2.575000000000000178e+00
3.724999999999999645e+00	3.450000000000001066e+00
-1.574999999999999734e+00	4.975000000000001421e+00
4.875000000000000000e+00	2.150000000000000355e+00
-9.749999999999996447e-01	3.150000000000000355e+00
-1.649999999999999911e+00	-2.199999999999999734e+00
-1.024999999999999911e+00	4.625000000000000000e+00
1.400000000000000355e+00	6.000000000000005329e-01
-9.500000000000001776e-01	1.575000000000000178e+00
2.100000000000000533e+00	3.175000000000000711e+00
2.625000000000000000e+00	4.425000000000000711e+00
2.525000000000000355e+00	7.500000000000000000e-01
-3.999999999999994671e-01	9.250000000000007105e-01
-3.250000000000000000e+00	1.975000000000000533e+00
-1.549999999999999822e+00	3.000000000000000000e+00
2.100000000000000533e+00	4.375000000000000000e+00
3.200000000000001066e+00	2.600000000000000533e+00
9.250000000000007105e-01	-6.250000000000000000e-01
-2.774999999999999911e+00	-2.474999999999999645e+00
3.650000000000000355e+00	2.700000000000000178e+00
2.775000000000000355e+00	4.300000000000000711e+00
2.875000000000000000e+00	2.375000000000000000e+00
4.850000000000001421e+00	4.900000000000000355e+00
3.550000000000000711e+00	4.925000000000000711e+00
-1.849999999999999645e+00	5.000000000000071054e-02
-4.900000000000000355e+00	1.425000000000000711e+00
4.075000000000001066e+00	4.250000000000000000e+00
-2.500000000000000000e+00	2.475000000000000533e+00
5.000000000000000000e+00	4.825000000000001066e+00
-5.999999999999996447e-01	8.000000000000007105e-01
-4.775000000000000355e+00	-4.924999999999999822e+00
2.975000000000000533e+00	-4.249999999999998224e-01
-3.875000000000000000e+00	-3.399999999999999911e+00
4.275000000000000355e+00	2.425000000000000711e+00
3.474999999999999645e+00	4.600000000000001421e+00
4.025000000000000355e+00	4.775000000000000355e+00
2.100000000000000533e+00	3.125000000000000000e+00
2.575000000000000178e+00	3.825000000000001066e+00
-2.674999999999999822e+00	1.650000000000000355e+00
4.525000000000000355e+00	-4.650000000000000355e+00
4.250000000000000000e+00	-2.674999999999999822e+00
2.825000000000000178e+00	3.275000000000000355e+00
4.900000000000000355e+00	3.550000000000000711e+00
3.150000000000000355e+00	4.625000000000000000e+00
4.575000000000001066e+00	2.400000000000000355e+00
-1.074999999999999734e+00	5.250000000000003553e-01
-1.824999999999999734e+00	1.650000000000000355e+00
-4.349999999999999645e+00	-4.799999999999999822e+00
4.250000000000000000e+00	3.224999999999999645e+00
2.300000000000000711e+00	4.700000000000001066e+00
3.800000000000000711e+00	2.325000000000000178e+00
2.425000000000000711e+00	3.875000000000000000e+00
-3.125000000000000000e+00	-1.324999999999999734e+00
4.650000000000000355e+00	2.700000000000000178e+00
2.900000000000000355e+00	2.250000000000000000e+00
2.075000000000000178e+00	3.400000000000000355e+00
3.525000000000000355e+00	1.100000000000000533e+00
4.150000000000000355e+00	4.675000000000000711e+00
4.500000000000000000e+00	2.450000000000000178e+00
4.300000000000000711e+00	2.350000000000000533e+00
-4.749999999999996447e-01	-2.549999999999999822e+00
3.875000000000000000e+00	4.474999999999999645e+00
2.925000000000000711e+00	4.200000000000001066e+00
3.525000000000000355e+00	3.500000000000000000e+00
4.200000000000001066e+00	4.875000000000000000e+00
2.400000000000000355e+00	4.150000000000000355e+00
2.350000000000000533e+00	2.575000000000000178e+00
-2.375000000000000000e+00	1.250000000000000000e+00
-1.024999999999999911e+00	-2.274999999999999911e+00
2.650000000000000355e+00	4.925000000000000711e+00
-7.500000000000000000e-01	3.224999999999999645e+00
3.900000000000000355e+00	4.275000000000000355e+00
-2.424999999999999822e+00	-4.700000000000000178e+00
3.849999999999999645e+00	4.925000000000000711e+00
-4.974999999999999645e+00	4.175000000000000711e+00
5.000000000000000000e+00	-5.000000000000000000e+00
1.775000000000000355e+00	4.349999999999999645e+00
-4.249999999999998224e-01	-4.325000000000000178e+00
-1.349999999999999645e+00	-3.875000000000000000e+00
1.450000000000000178e+00	2.600000000000000533e+00
4.875000000000000000e+00	-1.474999999999999645e+00
4.224999999999999645e+00	2.850000000000000533e+00
4.600000000000001421e+00	4.500000000000000000e+00
2.625000000000000000e+00	3.000000000000000000e+00
2.250000000000000000e+00	4.800000000000000711e+00
4.300000000000000711e+00	2.050000000000000711e+00
2.575000000000000178e+00	3.099999999999999645e+00
3.425000000000000711e+00	4.850000000000001421e+00
4.550000000000000711e+00	-4.974999999999999645e+00
-2.549999999999999822e+00	9.000000000000003553e-01
4.750000000000005329e-01	-1.549999999999999822e+00
2.200000000000000178e+00	4.875000000000000000e+00
-2.424999999999999822e+00	-7.999999999999998224e-01
3.775000000000000355e+00	4.950000000000001066e+00
2.500000000000000000e-01	-3.499999999999996447e-01
-1.625000000000000000e+00	-4.750000000000000000e+00
2.450000000000000178e+00	3.900000000000000355e+00
4.925000000000000711e+00	4.975000000000001421e+00
1.600000000000000533e+00	3.375000000000000000e+00
-1.699999999999999734e+00	1.275000000000000355e+00
3.000000000000000000e+00	3.599999999999999645e+00
3.675000000000000711e+00	-2.249999999999996447e-01
-1.524999999999999911e+00	2.750000000000003553e-01
-1.799999999999999822e+00	-3.774999999999999911e+00
4.750000000000000000e+00	4.200000000000001066e+00
4.450000000000001066e+00	4.775000000000000355e+00
1.775000000000000355e+00	4.750000000000000000e+00
4.775000000000000355e+00	3.525000000000000355e+00
9.000000000000003553e-01	-4.200000000000000178e+00
-1.549999999999999822e+00	-4.275000000000000355e+00
3.849999999999999645e+00	3.325000000000001066e+00
2.150000000000000355e+00	4.025000000000000355e+00
4.000000000000000000e+00	3.425000000000000711e+00
